Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,SoldTime
711,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Maj2,0,0,0,0,0,N,0,0,0,WD,Normal,30,56.0,4130,3,6,73,5,0.0,0,0,270,270,729,0,0,729,0,0,1,0,2,1,5,0,2008.0,0,0,0,0,0,0,0,0,0,7,2008,52000,2008-07-01
712,C (all),Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Stone,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Detchd,RFn,TA,TA,N,0,0,0,WD,Abnorml,50,66.0,8712,4,7,110,60,0.0,0,0,859,859,859,319,0,1178,0,0,1,0,2,1,7,0,46.0,1,384,68,0,98,0,0,0,0,1,2010,102776,2010-01-01
713,RL,Pave,0,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,120,40.0,4671,8,5,20,19,0.0,767,0,461,1228,1228,0,0,1228,1,0,2,0,2,1,5,1,20.0,2,472,168,120,0,0,0,0,0,10,2008,189000,2008-10-01
714,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasW,TA,N,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,190,60.0,9873,4,5,36,36,160.0,789,0,171,960,960,0,0,960,1,0,1,0,3,1,6,0,36.0,2,576,0,288,0,0,0,0,0,5,2006,129000,2006-05-01
715,RL,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,0.0,13517,6,8,34,5,289.0,533,0,192,725,725,754,0,1479,0,0,2,1,3,1,6,0,34.0,2,475,0,44,0,0,0,0,0,3,2010,130500,2010-03-01
716,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,0,MnPrv,0,WD,Normal,20,78.0,10140,6,5,35,35,174.0,0,0,1064,1064,1350,0,0,1350,0,0,2,0,3,1,7,1,35.0,2,478,0,0,0,0,0,0,0,8,2009,165000,2009-08-01
717,RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,P,0,0,0,WD,Normal,70,60.0,10800,7,8,117,9,0.0,0,0,718,718,1576,978,0,2554,0,0,1,1,3,1,8,0,11.0,2,704,0,48,143,0,0,0,0,7,2007,159500,2007-07-01
718,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Fa,Attchd,Unf,TA,TA,Y,0,MnPrv,0,WD,Normal,20,80.0,10000,5,6,35,8,0.0,1084,0,92,1176,1178,0,0,1178,0,1,1,1,3,1,5,1,35.0,2,439,224,0,0,0,0,0,0,11,2008,157000,2008-11-01
719,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,96.0,10542,7,5,15,14,651.0,1173,0,138,1311,1325,1093,0,2418,1,0,2,1,3,1,9,1,15.0,3,983,250,154,216,0,0,0,0,8,2008,341000,2008-08-01
720,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,69.0,9920,5,6,37,37,0.0,523,0,448,971,971,0,0,971,0,0,1,1,3,1,5,1,37.0,1,300,0,0,0,0,0,0,0,5,2006,128500,2006-05-01
721,RL,Pave,0,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,120,0.0,6563,8,5,21,21,0.0,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,21.0,2,564,114,28,234,0,0,0,0,12,2006,275000,2006-12-01
722,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,120,0.0,4426,6,5,6,6,169.0,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,0,6.0,2,420,160,0,0,0,0,0,0,5,2010,143000,2010-05-01
723,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,70.0,8120,4,7,39,39,0.0,191,0,673,864,864,0,0,864,0,0,1,0,3,1,5,0,15.0,2,463,0,0,0,0,0,0,0,7,2009,124500,2009-07-01
724,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,50,60.0,8172,4,6,54,36,0.0,0,0,941,941,997,473,0,1470,0,0,2,0,4,1,7,0,50.0,1,548,0,0,0,0,156,0,0,5,2008,135000,2008-05-01
725,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,20,86.0,13286,9,5,2,1,340.0,1234,0,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,2.0,3,768,327,64,0,0,0,0,0,2,2009,320000,2009-02-01
726,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,0,Detchd,Unf,TA,TA,Y,0,0,Shed,WD,Normal,20,60.0,6960,4,6,39,39,0.0,375,239,250,864,864,0,0,864,0,0,1,0,3,1,5,0,20.0,2,660,96,0,0,0,0,0,500,11,2009,120500,2009-11-01
727,RL,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,20,0.0,21695,6,9,21,2,260.0,808,0,72,880,1680,0,0,1680,1,0,2,0,3,1,5,1,21.0,2,540,292,44,0,182,0,0,0,12,2009,222000,2009-12-01
728,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,64.0,7314,7,5,2,2,82.0,724,0,508,1232,1232,0,0,1232,1,0,2,0,2,1,6,0,2.0,2,632,132,0,0,0,0,0,0,2,2009,194500,2009-02-01
729,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,COD,Abnorml,90,85.0,11475,5,5,51,51,95.0,0,0,1584,1584,1776,0,0,1776,1,0,2,0,4,2,9,0,41.0,3,888,0,25,0,0,0,0,0,7,2009,110000,2009-07-01
730,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,30,52.0,6240,4,5,84,59,0.0,152,0,628,780,848,0,360,1208,0,0,1,0,2,1,5,0,47.0,2,539,0,23,112,0,0,0,0,1,2009,103000,2009-01-01
731,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,120,39.0,5389,8,5,15,14,0.0,1180,0,415,1595,1616,0,0,1616,1,0,2,0,2,1,5,1,15.0,2,608,237,152,0,0,0,0,0,3,2010,236500,2010-03-01
732,RL,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,80,73.0,9590,7,5,4,4,442.0,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,4.0,2,438,160,22,0,0,0,0,0,5,2007,187500,2007-05-01
733,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,60,75.0,11404,7,5,10,9,202.0,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,10.0,2,541,192,84,0,0,0,0,0,7,2008,222500,2008-07-01
734,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,0,GdWo,Shed,WD,Normal,20,80.0,10000,5,6,48,26,0.0,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,48.0,1,264,165,0,0,0,0,0,400,3,2009,131400,2009-03-01
735,RL,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,0,0,WD,Family,20,0.0,8978,5,5,39,39,0.0,0,0,948,948,948,0,0,948,0,0,1,0,3,1,6,0,39.0,1,300,147,0,0,0,0,0,0,5,2007,108000,2007-05-01
736,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,GasW,Fa,N,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,N,0,0,0,WD,Normal,75,60.0,10800,7,7,92,36,0.0,390,0,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,92.0,2,320,0,341,0,0,0,0,0,10,2006,163000,2006-10-01
737,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stone,None,TA,TA,CBlock,0,0,0,0,0,GasA,Gd,N,FuseF,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,90,60.0,8544,3,4,56,56,0.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,57.0,2,400,0,0,0,0,0,0,0,7,2006,93500,2006-07-01
738,RL,Pave,0,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,60,72.0,10463,8,5,1,1,0.0,0,0,893,893,901,900,0,1801,0,0,2,1,3,1,8,1,1.0,3,800,0,116,0,0,0,0,0,6,2006,239900,2006-06-01
739,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,0,0,0,0,Y,0,0,0,WD,Alloca,90,60.0,10800,5,5,22,21,0.0,1200,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,2009.0,0,0,120,0,0,0,0,0,0,3,2009,179000,2009-03-01
740,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,65.0,9313,7,5,5,5,0.0,0,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,5.0,2,572,187,56,0,0,0,0,0,4,2009,190000,2009-04-01
741,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,Gd,Y,0,GdPrv,0,WD,Abnorml,70,60.0,9600,5,7,97,5,0.0,0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,97.0,2,360,270,0,112,0,0,0,0,5,2007,132000,2007-05-01
742,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,0,Detchd,Unf,TA,TA,Y,0,GdPrv,0,WD,Normal,20,65.0,6768,6,8,47,12,0.0,832,0,80,912,912,0,0,912,1,1,1,0,3,1,5,0,46.0,1,288,168,0,0,0,0,0,0,5,2008,142000,2008-05-01
743,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,GdPrv,0,WD,Normal,20,65.0,8450,7,5,7,6,108.0,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,7.0,2,539,120,55,0,0,0,0,0,12,2007,179000,2007-12-01
744,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Min2,TA,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,80,70.0,12886,5,6,46,10,0.0,444,0,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,12.0,2,480,302,0,0,0,100,0,0,10,2009,175000,2009-10-01
745,RL,Pave,0,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,120,41.0,5395,8,5,15,15,0.0,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,15.0,2,462,96,0,70,168,0,0,0,10,2008,180000,2008-10-01
746,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,0,0,0,WD,Normal,60,0.0,8963,8,9,32,12,289.0,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,14.0,2,831,0,204,0,0,0,0,0,7,2008,299800,2008-07-01
747,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,0,0,0,WD,Normal,60,0.0,8795,7,5,9,9,0.0,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,9.0,2,554,224,54,0,0,0,0,0,4,2009,236000,2009-04-01
748,RM,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Mansard,CompShg,Stucco,Stucco,None,Gd,TA,Stone,TA,Fa,No,Unf,Unf,GasW,TA,N,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,N,0,0,0,WD,Normal,70,65.0,11700,7,7,129,6,0.0,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,59.0,4,864,181,0,386,0,0,0,0,5,2009,265979,2009-05-01
749,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,20,59.0,10593,7,5,14,14,338.0,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,14.0,2,527,240,56,154,0,0,0,0,3,2010,260400,2010-03-01
750,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,Slab,0,0,0,0,0,Wall,TA,N,FuseF,TA,Mod,0,Detchd,Unf,TA,TA,N,0,0,0,WD,Normal,50,50.0,8405,4,3,64,59,0.0,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,64.0,1,240,92,0,185,0,0,0,0,4,2009,98000,2009-04-01
751,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Min2,0,0,0,0,0,N,0,0,0,WD,Normal,50,55.0,8800,4,7,100,6,0.0,0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,2010.0,0,0,0,160,0,0,0,0,0,6,2010,96500,2010-06-01
752,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,60,0.0,7750,7,5,4,4,0.0,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,4.0,2,400,0,48,0,0,0,0,0,8,2007,162000,2007-08-01
753,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,79.0,9236,6,5,9,9,0.0,1200,0,279,1479,1494,0,0,1494,1,0,2,0,3,1,6,0,9.0,2,576,168,27,0,0,0,0,0,7,2006,217000,2006-07-01
754,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,80.0,10240,8,5,1,1,178.0,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,1.0,3,878,192,52,0,0,0,0,0,3,2006,275500,2006-03-01
755,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,0,Detchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,61.0,7930,6,8,40,4,0.0,439,472,115,1026,1026,0,0,1026,1,0,1,0,3,1,5,0,40.0,2,440,171,48,0,0,0,0,0,7,2009,156000,2009-07-01
756,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,160,34.0,3230,6,5,10,10,894.0,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,10.0,2,440,0,24,0,0,0,0,0,3,2009,172500,2009-03-01
757,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,68.0,10769,8,5,2,2,0.0,20,0,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,2.0,2,578,144,105,0,0,0,0,0,4,2009,212000,2009-04-01
758,RL,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,0,GdPrv,0,WD,Abnorml,60,0.0,11616,6,5,32,32,328.0,438,0,234,672,672,714,0,1386,0,0,2,1,3,1,6,1,32.0,2,440,335,0,0,0,0,0,0,4,2010,158900,2010-04-01
759,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,160,24.0,2280,7,5,9,9,360.0,549,0,195,744,757,744,0,1501,0,0,2,1,3,1,6,0,9.0,2,440,0,0,0,0,0,0,0,8,2008,179400,2008-08-01
760,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,65.0,12257,8,5,12,12,513.0,56,64,1198,1318,1328,1203,0,2531,0,0,2,1,4,1,9,1,12.0,3,752,222,98,0,0,0,0,0,11,2007,290000,2007-11-01
761,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,Unf,Ex,Ex,Y,0,0,Shed,WD,Normal,20,70.0,9100,6,6,50,50,0.0,612,0,252,864,864,0,0,864,0,0,1,0,2,1,5,0,1.0,1,300,0,0,0,0,0,0,450,10,2009,127500,2009-10-01
